"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101014400","Census Tract 144, Philadelphia County, Pennsylvania","2587","350","null","null","1710","null","270","null","1152","null","295","null","274","202","null","null","0","109","null","null","251","null","323","null","0","109","null","null","0","109","null","null","33","null","33","null","0","109","null","null","33","33","null","null","877","null","269","null","407","253","null","null","58","75","null","null","31","null","47","null","0","109","null","null","0","109","null","null","381","null","147","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014500","Census Tract 145, Philadelphia County, Pennsylvania","1739","332","null","null","1410","null","327","null","206","null","151","null","1192","299","null","null","12","19","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","329","null","205","null","0","109","null","null","49","90","null","null","0","null","109","null","0","109","null","null","0","109","null","null","280","null","213","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014600","Census Tract 146, Philadelphia County, Pennsylvania","2748","406","null","null","2719","null","407","null","517","null","250","null","2030","352","null","null","25","38","null","null","50","null","48","null","0","109","null","null","34","55","null","null","63","null","47","null","0","109","null","null","63","47","null","null","29","null","36","null","0","109","null","null","13","25","null","null","0","null","109","null","0","109","null","null","0","109","null","null","16","null","27","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014700","Census Tract 147, Philadelphia County, Pennsylvania","3269","585","null","null","3237","null","581","null","968","null","371","null","2159","415","null","null","18","29","null","null","84","null","68","null","0","109","null","null","8","13","null","null","0","null","109","null","0","109","null","null","0","109","null","null","32","null","36","null","16","25","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","16","null","26","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014800","Census Tract 148, Philadelphia County, Pennsylvania","500","167","null","null","472","null","166","null","64","null","101","null","408","140","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","28","null","47","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","28","null","47","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014900","Census Tract 149, Philadelphia County, Pennsylvania","3324","560","null","null","3290","null","562","null","93","null","80","null","3155","583","null","null","32","49","null","null","0","null","109","null","0","109","null","null","0","109","null","null","10","null","16","null","0","109","null","null","10","16","null","null","34","null","43","null","26","43","null","null","8","16","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101015101","Census Tract 151.01, Philadelphia County, Pennsylvania","2705","573","null","null","2669","null","555","null","43","null","56","null","2531","540","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","95","null","126","null","0","109","null","null","95","126","null","null","36","null","46","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","36","null","46","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101015102","Census Tract 151.02, Philadelphia County, Pennsylvania","4606","517","null","null","4428","null","598","null","27","null","34","null","4349","586","null","null","10","15","null","null","0","null","109","null","0","109","null","null","22","34","null","null","20","null","33","null","0","109","null","null","20","33","null","null","178","null","262","null","0","109","null","null","178","262","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101015200","Census Tract 152, Philadelphia County, Pennsylvania","6572","880","null","null","6450","null","899","null","265","null","272","null","5996","877","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","189","null","173","null","0","109","null","null","189","173","null","null","122","null","145","null","93","121","null","null","10","16","null","null","0","null","109","null","0","109","null","null","0","109","null","null","19","null","45","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101015300","Census Tract 153, Philadelphia County, Pennsylvania","3703","706","null","null","3683","null","707","null","1351","null","488","null","2055","360","null","null","0","109","null","null","171","null","182","null","0","109","null","null","16","27","null","null","90","null","86","null","0","109","null","null","90","86","null","null","20","null","32","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","20","32","null","null","20","null","32","null","0","null","109","null",
"1400000US42101015600","Census Tract 156, Philadelphia County, Pennsylvania","1657","404","null","null","480","null","229","null","238","null","203","null","209","115","null","null","14","24","null","null","0","null","109","null","0","109","null","null","0","109","null","null","19","null","29","null","0","109","null","null","19","29","null","null","1177","null","369","null","342","204","null","null","127","120","null","null","0","null","109","null","0","109","null","null","0","109","null","null","646","null","338","null","62","118","null","null","8","null","32","null","54","null","123","null",
"1400000US42101015700","Census Tract 157, Philadelphia County, Pennsylvania","3118","430","null","null","1557","null","437","null","1210","null","436","null","20","32","null","null","46","56","null","null","275","null","271","null","0","109","null","null","0","109","null","null","6","null","11","null","0","109","null","null","6","11","null","null","1561","null","471","null","453","208","null","null","308","345","null","null","101","null","121","null","0","109","null","null","0","109","null","null","640","null","284","null","59","73","null","null","59","null","73","null","0","null","109","null",
